item_id,item_name,item_description,current_price,store,category_tags,image_url,price_date
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,701.7,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,12/9/2024
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,797.86,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/7/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,765.34,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/9/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,776.35,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/13/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,798.27,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/13/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,809.81,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/15/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,773.91,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/19/2025
1001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,770.41,Walmart,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,7/24/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,716.9,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/15/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,717.75,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/15/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,726.61,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/18/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,744.01,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/20/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,731.92,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/21/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,735.41,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/24/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,705.81,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,7/27/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,739.58,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,8/24/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,753.69,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,9/21/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,758.49,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,10/25/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,707.13,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/23/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,680.25,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,12/23/2022
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,764.06,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/23/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,777.83,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/22/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,755.24,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/22/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,788.59,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/26/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,752,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/30/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,796.92,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/29/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,766.21,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,8/2/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,804.79,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,9/2/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,781.84,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,10/4/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,732.83,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/1/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,707.74,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/29/2023
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,795.23,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/2/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,810.95,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/5/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,808.28,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/7/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,815.33,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/6/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,809.17,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/7/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,783.61,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/10/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,759.75,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,7/8/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,775.43,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,8/5/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,807.74,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,9/8/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,812.05,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,10/10/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,757.62,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/11/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,763.41,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,12/9/2024
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,799.25,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/7/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,819.65,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/9/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,826.87,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/13/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,835.15,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/13/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,829.73,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/15/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,815.74,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/19/2025
11001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,799.53,Loblaws,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,7/24/2025
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,657.16,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/15/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,648.34,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/15/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,660.81,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/18/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,675.79,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/20/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,671.97,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/21/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,688.77,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/24/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,652.49,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,7/27/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,671.51,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,8/24/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,692.81,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,9/21/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,704.05,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,10/25/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,644.27,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/23/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,621.92,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,12/23/2022
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,692.18,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,1/23/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,690.92,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,2/22/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,696.01,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,3/22/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,699.77,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,4/26/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,720.89,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,5/30/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,714.42,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,6/29/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,669.06,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,8/2/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,723.87,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,9/2/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,716.93,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,10/4/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,642.98,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/1/2023
21001,Samsung 55-inch 4K Smart TV,55-inch Crystal UHD Smart TV with HDR,664.3,Costco,"electronics,entertainment,home",https://cdn.thewirecutter.com/wp-content/media/2024/12/BVEST-32-INCH-TVS-2048px-2870-3x2-1.jpg,11/29/2023
